	id	document	emotion
172	  이종익	누가 코첼라에 익룡 갖다놨어 귀아파라	0
173	  미양	잘했어!!^^ 뿌듯해^^점점 훌륭해지길^^ 난 블링크지만 에스파도 애정한다^^	1
174	  김동원	윈터는 신인가....	1
175	  spring	이번 코첼라는 윈터가 먹여살렸다	1
176	  김민규	윈터는 그냥 음원 그대로인데? 쟨 진짜 보석이다;;	1
177	  공 주	하도 말많아서 그냥 봤는데 이정도면 그래도 할만큼 한거아닌가? 싶어서 다른 코첼라 무대를보니까 비교가많이되네요... 이건 근데 애초에 멤버들 역량도 역량이지만 회사에서 너무 무대를 대충한게아닌가싶음 누가  저렇게 큰무대에 편곡도없이 휑하게 넷이서만 하게해.. 국내도아니고 멤버들도 라이브 확실히 딸린건맞지만 회사문제가 더 큰거같음	0
178	  닝뉭	노래방에서 에스파 노래 불러봤을 때 좀 비는? 느낌이 있었는데 그것도 한몪 하는 것 같아요 호응 유도되는 그런 노래는 아니라는 말	0
179	  딩초 무아년ᄏᄏ	ㅋㅋㅋ닝닝은 쉴드 칠 수준이 아닌거같아요	0
180	  져니	아니 이 정도면 겁나 잘하는구만 왤케 뭐라하는 사람들이 많아...우리나라 걸그룹 중에 라이브 이 정도로 할 수 있는 팀 몇 없을거 같은데	1
181	  Wonderlandscape	라이브로 까이던 그 탑그룹이 갔으면 나라 뒤집혔을듯 ㅋㅋㅋ 진짜 이정도로 까일 정도는 아니다만 블핑 갖고 언플질 한건 도를 좀 넘긴 했죠	0
182	  밍아리	쇼츠에 떠서 봤는데 하도 까내리길래 풀영상 보러옴.코시국에 대뷔해서 이런무대경험이 없으니 당연히 떨릴꺼고 ㅋㅋㅋ들어줄만한디….	1
183	  욜리	"하도 숏츠에 에스파 실체 떠서 풀영상보러왔는데 잘하는디,, 닝닝이도 다 못하는 거 아닌 거 보면 경험 더 쌓고 연습 더 하면 훨 안정될 거 같은데 이정도로 욕먹을 일인가ㅠ 카리나도 죵ㄴ ㅏ 잘하는 거 같은디"	1
184	  킹받은 블랙맘바	그래도 잘했어!!! 우리  엣깅이들그리고 애리 파트중에  하이라이트떼  널 유혹해 삼킨건 블랙맘바  할떼 닝이 블랙맘바!!!  외친거 진짜 너무 귀엽다ㅋㅋㅋㅋ	1
185	  홍지미	블핑이 잘하지만 에스파는 신인이고 코로나 때문에 사람들앞에서 무대서는게 익숙하지 않기도하고 들었을때 윈터도 성량좋고 8:20 쯤에는 카리나도 좋고 닝닝도 처음엔 그랬지만 갈수록 좋아졌고 지젤도 노력하는 모습이 있기때문에 잘했다고 봅니다😄😄그리고 닝닝이 예전에 넥스트레벨중 한부분에 위~!!!하는 부분에서 노래가 끊겨서 노래 끊기고 위~!!하는것도 있었고 윈터가 드림스컴트루하면서 무대에서 마지막 소절헐때 마이크가 않나온적도 있고 이번에 처음에 사람들앞에서 한거기 때문에 긴장해서 실력발휘를 못한거일 수도 있다고 생각이 듭니다.앞으로 못한다고 하지말고 노력해달라고 하면 에스파도 더 노력하고 라이브를 당당하게 할수 있지 않을까요??에스파사랑해❤🌈💜💛💚💙💖💕🦋🦋	1
186	  방민욱	쇼츠에서 본 영상들보다는 훨씬 괜찮은데 기대 이하인건 팩트.. 실력도 실력인데 노래가 라이브 용은 아님 물론 이렇게 빡센 안무인 곡으로 유명해졌으니까 어느 정도 해야 하는건 맞는데 라이브용 곡은 따로 있어야할듯.. 사실 가장 큰 문제는 회사지ㅡㅡ 왜 되지도않는 언플로 욕을 더 먹이냐 하...	0
187	  김사람	다른 멤버들도 다 잘했지만 내눈엔 카리나만 확연히 눈에 띄었음. 처음엔 다 긴장한 모습이었는데 점점 하면서 최대한 웃는 모습 보여주려고 노력하고 다른 멤버들은 하다가 조금 힘들어서 립싱크하던데 카리나 소리만 mr뚫고 거의 라이브로만 쭉 한게 보여서 '진짜 열심히 노력했구나'하는 생각 들었음.(다른 멤버들은 못했다는게 아니라 유독 카리나가 잘해보였다는 겁니다.	0
188	  보라졍	카리나는 호응유도인듯	1
189	  Enotseno	현지 사람들은 닝닝이 무대 장악력이 제일 좋았다는 평이 많더라구요	1
190	  서주희	14분을 생라이브로 부르는게 얼마나 어려운데요…잘했어요!	1
191	  fufu fu	가수인데... 어려워요?? 나중에 콘서트는 어떻게 하려고??;;	0
192	  ᄏᄏᄏᄅ	본업인데 어렵다라..	0
193	  한XX	이런 애들이 있어서 버블을 그렇게 썼나보다 14분 라이브가 힘들면 에스파 콘은 은퇴할때까지 못보겠구나ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
194	  옹느	 @Yoon’s life science  그냥 못한정도가 아니라 개판으로 했으니 탄핵시켰지;;	0
195	  아라 조	여기는 야와이고 맴버들은 데뷔한지 다른아이돌 보자 오래되진 않았어요그리고 모두 다 알겠지만 이건 라이브에요야외에서 춤추면서 쉬지도 않고 노래를바꾸어 나가면서 고음도 계속 질러야 하니이정도에 음정 흔들림은 못하는게아니라 오히려 잘한거 아닐까용?	0
196	  서희	에스파 중에 그나마 윈터가 나은거지 그렇다고 윈터가 아주 정말 뛰어난건 아닌거 같은데 이번 공연에서 다른애들이 워낙 못했고 말도안되는 자만을 해서 가만히 있던 윈터가 너무 과대평가 되는듯 윈터를 거의 앞으로 아이돌계를 이끌어갈 최고의 보컬리스트가 된것 마냥 다들 추켜세우는게 이해가 안됨..	0
197	  방민욱	라이브 잘했다 정도지 최고의 보컬리스트까지 치켜세우진 않은것 같은데	1
198	  바둑이	카리나도 잘 부르는데.. 호응 유도 하려고 다 높게 부른듯 8:20	1
199	  청경채	나만 걍... 잘하는 것 같음...?	1
200	  Jesse Pinkman	솔직히 호들갑 떨 정도로 못한건 아님 ㅋㅋㅋ 그냥 닝닝 지젤이 좀 심각하고 카리나 윈터는 잘하는듯	1
201	  딩딩이	뭐야 잘하자너~~~	1
202	  anjfqhk	잘하는데…?? 어느부분 부르는지도 모르겠는 엉망진창 라이브도 있던데 그거 감안해도 잘한다고 느껴짐	1
203	  정은혁	라이브 안하는 이유가 이거였구만 ㅜㅜ	0
204	  miag	닝닝 춤 가창력 다 퍼워풀 멋져 멋져	1
205	  오윤희	윈터 쌉캐리	1
206	  브라우니발사	윈터가 진짜잘한다	1
207	  현주	윈터는 잘하고 지젤은 무대를 걍 즐기는거 같은데 못하는거는 아닌듯 그래도 에스엠 음방에서 라이브좀 시켜서 나중에 큰 무대에서 음정 안 떨리게 해야될 듯	1
208	  스텔라루멘	윈터 대박이다	1
209	  김영은	아니 개 잘하는데...???	1
210	  이훈	얼굴 탑 두명이 보컬  제일 나아.. 닝닝은 진짜 뭐냐 ㅋㅋㅋㅋㅋ 제2의 바다 라더니 무슨…	0
211	  zz	카리나도 걍 평타친거지 잘하긴..직캠보면 잘했다는 말 못한다	0
212	  SIDEWINDER🇰🇷	라이브가 너무 아쉬웠던 공연…	0
213	  하루만	라이브 치고 이정도면 괜찮은데... 왜들 난리들 인지... 얼마나 떨렸는지 생각 한다면 잘한거임!!  확실히 윈터님이 안정적임. 멋져요들~ 많이 성장 하시길 	1
214	  ㅋ	 @개구리  중궈러가 좀 모자라긴 했는데 요즘 돌 치곤 잘하는듯ㅋㅋㅋㅋㅋ앵콜보면 상위차트 여돌앵콜보면 작살남	
215	  불량펭귄	근데 에스파 음악자체가 콘서트 음악이랑은 안어울리는거같음....특히 카리나 지젤파트는 콘서트에서 살리기 힘들지..그래서 얘네도 블핑처럼 지르면서 랩하는거같은데..음 모르겠다..애초에 코첼라를 간 것 자체가 미스였음....	0
216	  첫눈이내리던날	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ노래못하는거지 그게 뭔 이상한 커버질이야	0
217	  cynthia fransisca	YG 노래는 원래 파티노래고 그리고 블핑따 라이브 밴드 있어서 진짜 분위기 아주 업되고 에스파는 노래도 파티 노래 아니고 라이브 벤드 없고 그래서 진짜 멤버들이 분위 업 시키려고 막 키 울리고 그랬는데 그게 좀 부저연스러워 ㅠ 뭔가 억지로 분위기 업 시킨 느낌? 왜냐면 음악이 신나지는 않으니깐 약간 뭐하러 분위기를 업 시켜?	0
218	  불량펭귄	 @cynthia fransisca  ㅁㅈ 와이지 노래 따라부르기도 좋고 걍 흥남	1
219	  불량펭귄	 @cynthia fransisca   암온더 next level~ 별로 흥이 안남 ㅋㅋㅋㅋㅋ걍 자기들끼리만 소리질러~~ 이러지	0
220	  Surani	세비지 가사같어…준비가 안된 무대로 몰아넣어멘탈을 흔들어놔~	0
221	  기미	카리나도 난 잘 했다고 생각하는데…!근데 윈터는 너무 잘한다 라이브!!	1
222	  짜파미슈	지젤ㅋㅋㅋㅋㅋ랩하는거 너무 웃겈ㅋㅋㅋㅋㅋㅋㅋ	1
223	  송아미	전 미안하지만 에스파 팬 아니고 평소 무대 봐도 실력이 좋은가? 생각했던 사람인데 알고리즘으로 봤다가 오히려 에스파가 잘하는 그룹이구나 하고 놀랐는데.. 블핑무대도 보니 확실히 여유있고 멋있는 무대였지만 딱히 에스파가 못한다 느낌은 아니네요. 에스파의 무대는 노래탓인지 좀 심심하다는 단점과 확실히 큰 무대 서본 여유는 못따라가는구나 정도. 라이브는 긴장한게 보이는 것 빼곤 좋았습니다. 이런 생 라이브 좋아요	1
224	  luvluvdarling	에스파는 ai만 모아서 무대해야돼 나비스 콜링 나비스도	0
225	  감자마을 촌장	카리나 헤이 하는거 희열 쩐다 ㅋㅋㅋㅋㅋㅋ	1
226	  oh oh	그래도 11:30 여기 복식으로 하! 하! 는 힘이 뽝 있어서 좋았다	1
227	  성이름	노노. 호응유도도 무대 매너와 노련미가 있는 연차 있는 아이돌이 해야 멋있는거지 그거 했어도 축축 쳐지는건 똑같았을거임.. 애초에 다들 목소리에 맥이 없음	0
228	  김껌	지젤 중얼 중얼 머래는거야윈터가 하드캐리 했네	0
229	  하연 김	윈터가 제일 잘한다 근데 다른 멤버들은 음정이 너무 불안정하다 다른 멤버들은 그냥 노래부르는게 아니라 말하는 거 같음윈터가 살렸네	1
230	  세하	지젤 진짜.. 어케 데뷔햇누	0
231	  Kim	1:51 성량 쩐다 니가 해라 에스파에스파는 나야~	1
232	  승승	ㅗㅜㅑ 노래 너무 잘부르고 ㅋㅋㅋ	1
233	  JS P	ㅇㅈ.. 닝닝도 최악일 정도로 못하는건 아니고 음정만 떨리는거 같은데..;	1
234	  장예성	이정도면 잘한거지 ㅋㅋ 이제까지 생라이브 한번 한적없는 에스파가 코첼라에서 격한춤추면서  고음많이 들어간 노래 부르는데 ㅋㅋ	1
235	  관운장	누가 공연장에 익룡 풀어놨냐...	0
236	  섹시한남자	방구석 이수만 방시혁 납셨네 ㅋㅋㅋ 에스파가 관중 앞에 서는 게 처음은 아니지만 거의 처음이고이정도면 라이브 준수하고 나쁘지 않았음 경험 쌓으면 더 잘될 그룹임	1
237	  이름성	"우리나라에서 한것도 아니고 미국가서 한건데 못하면 욕먹는건 당연한거죠!!! 나라 망신 인데!!! 그리고 저건 진짜 준비를 하다 만 느낌 ㅋㅋㅋ 블핑보세요 진짜 완벽에 가까웠죠 라이브, 무대 매너 거기다 노래편곡까지!!! 스엠이 블핑이랑 비교하면서 언플 까지 해놨으면 블핑보다는 더 몇배로 잘해야죠!!! 안그래요???"	0
238	  김연우	엥 라이브 잘하는데??	1
239	  jaywang Joo	쌩라이브가 아닌데? ㅋㅋㅋ cd에 숨어서 풀로 라이브 하는척 ㅋㅋㅋㅋㅋㅋ	0
240	  plzme	7:40 여기부터 노래방에서 쌩목으로 부르는 느낌남ㅋㅋㅋㅋㅋ	0
241	  최수빈	전체적으로 다들 잘한거아닌가 지젤도 가사량많고 자칫하면 숨딸리수있는 파트 잘살린것같고 카리나 닝닝도 첫 라이브여서 큰무대여서 떨린거 감안하면 욕먹을만한 무대는 아니였다고 생각하는데.. 다 감안하고 원터 실수안하고 떨렸을텐데 존나 대단한거 같다 데뷔 2년 안된거같은데 진짜 프로다	1
242	  김연경 빵셔틀	그니깐유 잘한거 같은데 왠 음치논란에.. 알수 없다..	1
243	  최수빈	 @안유진  데뷔2년동안 쌩라이브 한번도 안해봤는데 너무잘한거라고 말한거!	1
244	  원	내 귀엔 다들 잘하는데 댓글 모지..	1
245	  빈	"밴드편곡으로 했으면 훨씬 잘해보이고 돋보였을텐데 아쉽다,,"	0
246	  귀여운 키키	지젤빼곤 다 잘한 것 같은데.. 닝닝도 처음엔 헤메다가 갈수록 감 잡은 것 같고 다른 아이돌도 라이브 이정도 하는 가수 많음.. 나쁘지 않게 한듯	1
247	  소울맘	지젤때문에 바로 이어서부르는 카리나가 더 망한듯요 음을 제대로 불렀어야하는데 하 지젤 폭탄임	0
248	  차아	다들 조나 잘하는디	1
249	  유나공주	"이런 큰 무대를 채우기 좀 버거워보임 ,,  라이브 경험이 많이 없어서 그런 것 같음 ㅠㅠ차라리 백댄서가 많이 있었으면 더 좋았을듯해용 북적북적 더 나았을듯"	0
250	  푸딩	내기준엔 그래도 잘하는것같은데 호응올리고 반응올리려고 조금 텐션올려서 불러서 페이스 무너진게 에스파도 속상했을것같다 처음 있는 일일텐데 부디 마음고생 하지않길..😢	1
251	  지컷이	손마이크 드니까 카리나 확 잘 하는데 내년엔 다들 더 잘할듯	1
252	  세하	이거임 생각없이 지르고 목 가버린거	0
253	  Hoojja	삑사리 냇어용 4:40	0
254	  Tankman	ㅋㅋ한국대표로 나간 아이돌 라이브 수준이 암담하구만..	0
255	  이승기	자기노래인데 잘한다는 소리 못듣는 가수	0
256	  lu js	무대가 꽉 차는게 아니고 휑하니 비어보임. 고딩이 수련회가서 강당에서 장기자랑 나온느낌. 회사에서 신경 좀 쓰지ㅋㄱ언플은 그렇게 열심히 하면서 무대엔 신경을 안쓰냐ㅋㅋㅋ쟤네를 과도하게 믿은건지 아니면 그냥 코첼라도다녀왔다는 스펙이 필요한건지	0
257	  {빈이}	윈터랑 카리나가 짱인듯...	1
258	  gachi jo	"페스티벌용 노래가 아니라서? 그건 변명이고 그냥 저런 무대 자체를 구성도 안한 스엠이 문제임. 걍 음방이랑 다를것없이 무대가 진행되서 참.... 대게 이런 무대에선 관객 호응도 중간중강하고 안무말고 자유롭게 돌아다니다 후렴에서 뭉치던데, 처음부터 끝까지 안무만 하다 끝나잖아.... 스엠자체가 딱 스타일이 올드해서 그럼"	0
259	  김세정	왜 익룡 제지를 안하는거지 못들어주셌네 진짜	0
260	  귀여운 알파카	"윈터, 지젤이 제일 잘한 거 같다. 나머지 멤버들도 잘했지만 이 두명이 눈에 뛰어서"	1
261	  소울맘	막귀네 지젤이 다 망쳤구만	0
262	  C risto	어디서 봤다 했더니 사람의 목소리랑 노래랑 따로 노는게 고딩 학예회 같음	0
263	  Choi	오 카리나 생각보다 발성이 훨씬 좋다	1
264	  me luv	코노에서 친구들끼리 부르는거 같음	0
265	  혜선	아니 인스타랑 숏폼들에 하도 까이길래 원본 보러왔는데 닝닝이 좀 오버할때 노래 못하는거 빼고 잘하는데….? 억까같음 카리나도 잘하는구만	1
266	  서연예담	에스파가 제일 잘했엉ㅋ 에스파 화이팅!!( 지민아  민정아 닝아 젤아 사랑해)	1
267	  채로미	윈터는 걍 잘했고 닝닝도 ㄱㅊ은디...	1
268	  즈치	6:20 엥 지젤 랩 괜찬ㅎ은데...?? 하도 욕해서 들어보니까 뚜쉬뚜쉬하면서 빡센 춤추는데 저장도 부르는건 개잘하는거아님??	1
269	  초코통통	영상 몇개 보니까 ㅋㅋㅋ 그냥.. 본인들이 상상한 그림(?)이 아니어서 초반에 당황하고 위축된거같음. 블핑같은 반응을 기대했겠지ㅜ 넥스트레벨도 떼창 기대했을거고.. 뒤에 배치한걸 보면ㅋㅋ 근데 라이브로 욕먹을 정돈 아닌거같음ㅇㅇ 잘했는데 생각보다?	1
270	  그굴	노래 자체가 이런 무대에 어울리지가 않자나ㅜ	0
271	  A's Musicbox	스엠은 차라리 레드벨벳을 보내지 딱 페스티벌에 어울렸을것같은데 노래도 신나고	0
272	  Jelly Butter	까이는 이유는 지젤의 의외의 음색이랑닝닝 고음 파트에서의 실제 성량때문인듯... 근데 전체적으로 잘해줬는데?	1
273	  혼릭이의 하루	서서 앵콜 부를때 잘하드만.. 춤춰서 완전 음이탈됐구만.. sm은 이.큰무대를 어떻게 올릴생각했지 ?.	0
274	  Mark	윈터빼고 나머지 기준미달	0
275	  훈박	리드보털 윈터 !!	1
276	  성이름	4:33 여기 닝닝 표정 예쁘다	1
277	  GTUBE	잘하는데 뭘 못했단거야?	1
278	  말챠	왜 대리 수치가 오는거지좀만 더 자신감있게 했으면 좋았을 듯 ㅠ 약간 위축된 느낌 편곡도 좀 더 코첼라에 맞게했으면 좋았을텐데 그냥 평소랑 다른게 없어서 무대를 고려안한듯한 느낌...ㅠ 차라리 블핑으로 언플이라도 하지말지 왜 괜히 무리수 둬서 애들만 욕먹나..	0
279	  ᄋᄋ	처음 못하는부분 짤로만봤을 때는 좀 그렇다고 생각했는데 전체적으로 보니까 나쁘지 않은데???	1
280	  dldeo95	윈터는 그나마 그래 이 정도면 좀 마숙하지만 가수라고 할 수 있겠다 싶은 실력이었고 나머지는...ㅋㅋㅋ	0
281	  꾸꾸까까	블핑은 첫 코첼라때 경험이 많았냐..ㅋㅋ 그냥 실력차이라고 인정못하고 '경험'차이라고 굳이 억지쉴드 치는거는 좀..	0
282	  neo wise	진짜 같은 무대 누구 하고는 레벨 차이가 아주 많이 나네 ㅋ	0
283	  707매니아	되게 잘한거아님??? 춤도 격하게추면서 저정도면 잘하는거같은데 되게 엄격하네 사람들.. 특히 흰색드레스입은사람은 엄청 안정적이고 잘하는데?? 왜욕하는거..	1
284	  ys shim	그 사람은 윈터에요~ 내 최애 !윈터 버전 비밀화원 좋아요~관심 있으면 유튜브에서 검색해서 들어보세요	1
285	  zz	한 명만 잘하고 다 거기서 거기임.  둘은 너무 흥분해서 겉돌고 한 명은 염소 창법에 고음은 가성... 그것도 따로 놀고....  못한 걸 자꾸 잘했다고 하니까 더 욕먹는 거임. 인정할 건 인정해야 됨	0
286	  지원	그래도 대부분 잘하는거같은뎅..	1
287	  ruby park	왜그래 ㅠ 처음인거치고 잘했네 ㅠㅠ	1
288	  담군	닝닝이 메인 보컬이라는데...뭐지;;;;; 진짜 인기에 비해 실력이 너무 떨어지네요지젤은 벌크업 제대로 했네ㄷㄷ	0
289	  닥터페퍼	"근데 엄청 욕먹을정도로 못한건 아닌거 같은데...,"	1
290	  Foo Foo	4:40 12:07 이거외에도 걍 노래를 못하는데	0
291	  YJ H	엄청잘했네 못한 부분만 돌아다던데 뭐얔ㅋㅋ	1
292	  나는 세라.ᐟ	아니 진짜 마이여서 하는 말이 아니라 닝닝은 나쁘지 않은거 같은데?? 세비지에서 고음 폭팔 해가지고 그 이후로 목이 맛탱이가 가버려서 그런거 같은데....	1
293	  먕	에스파 이름 옆에 계속 붙어있을 타이틀곡인데 한번 했다가 목이 맛탱이가 가면 그거대로 문제 아닌가요....?	0
294	  ᄋᄋ	믿고본다 윈터	1
295	  구리씨유	못한다고말할 수는 없지만 기대에 비해서는 실망이 크다..	0
296	  미스타봄	그럼 못한게 맞아요 ㅋㅋㅋ	0
297	  장예둥	아니 무대 망쳤다 실수했다 못했다 지나다니다가 이런 댓글만 보여서 궁금해서 보러왔는데 난 무대하다가 엄청난 실수라도 한줄; 오 무대 라이브 개 잘하네는 아닌데 그렇다고 엄청 까일정도는 아닌거 같은데..? 첫 관객무대에 그래도 큰 실수없이 평타는 쳤다고 생각드는뎅 윈터는 심지어 잘한거 같고 내가 이상한건가	1
298	  슛슈슈	일인분 하는게 윈터밖에 없네ㅋㅋㅋ	0
299	  기모띠죠	12:06 닝닝 파트12:15 윈터 파트차이가 너무 큰데	0
300	  진	다 잘했구만 왜들 그러세용ㅜㅜ	1
301	  Gabozago	합리화	0
302	  김희경	까될까 부터 나가리	0
303	  존나잘생겻다..	카리나도 잘했는디ㅠㅠ	1
304	  고보민	다들 너무 잘한데! 너무 잘해서 립싱크 논란이 생겨나 보네요.	1
305	  ililililil	카리나도 잘 했어..	1
306	  Sunny B_-	잘하고 못하고 떠나서 익룡 왱케웃김ㅋㅋㅋ	1
307	  Toma	먼가 신인티가 팍팍나	0
308	  놀자에몽	윈터는 그냥 음방이랑 똑같네	1
309	  휴흏	"아니 편곡도 안해서 오는 건 뭐지,,,"	0
310	  이정우	카리나까지 박살날줄 몰랐징...	0
311	  박현우	근데 저런 춤 추면서 라이브하는게 쉽지않음. 저정도면 평타이상 아닌가? 윈터는 그냥 사기캐다	1
312	  영수	"블핑 데려와.. 이게 온전히 실력의 문제가 아니라 코로나 시국에 데뷔해서 관객을 많이 못 만나본 것도 있고, 에쎔의 유구한 저 흑염룡 중2감성은 미국 갖다놓으면 원래 쪽밖에 못 팜...."	0
313	  찜 사랑했다	지젤도 잘하는뎅..	1
314	  우우	윈터 너무 잘함 카리나 너무 잘함 닝닝 조금 불안했지만 그래도 잘했음 지젤...랩포지션이라 블핑이랑 더 비교되서 까이는듯 생목은 너무했어	1
315	  앙굔	풀버전보면 닝닝이 그렇게 못하는편은 아닌것같응데 좀 경력좀 쌓고갓으먼될걸;;; 스엠은굳이 보컬그나마되는애들까지 자꾸립싱크시켜서 이렇게 큰 무대에서 라이브처음시키네 이미지만 망침고려대에서도 립싱크시켜서 이미지나락갓는데 욕먹을거 모른건 아니겠지?;;	
316	  망치	"어째 반응을 보니...인지도 면에서는 아직 이런 큰 무대 설 정도는 아닌 것 같기도 하고, 또 한편으로는 페스티발에 맞는 노래도 아닌 것 같아 호응이 없는 것 같기도 하고; 물론 정말 잘한 건 맞지만 안타까운 느낌이 더 드네;"	
317	  Sangtu Anan	도저히 끝까지 못보고 중간에 정지시켰다 ㅋㅋㅋ 이 문제는 비단 에스파만의 문제가 아니기 때문에 뭐 어떻게든 해결을 해야할듯	0
318	  있지갓지	나는 이럴거 알고있었는데 2년동안 라이브한번도 안하는데 다들 라이브라고우겼지 ㅋㅋ	
319	  고등어	노래를 못하는 건 아닌데 배에 힘이 딸려서 그런지 호흡이 딸려서 음정이 흔들림. 초반에 블랙맘바 시작할때는 괜찮은데 끝나고서 거친 숨소리가 엄청 들리는게 체력관리가 제대로 안되어있구나 하는게 느껴지고 블랙맘바에서 새비지로 넘어갈때 다들 우물쭈물하는 게 보여서 경험 적은게 너무 티남. 다음 노래로 넘어갈수록 점점 호흡이랑 음정이 불안정해지는게 음방에서 노래 하나 부르는 정도로만 활동을 해왔다는게 느껴짐. 배에 힘이랑 호흡 오랫동안 유지하는 연습하고 체력 기르면서 노래 여러곡을 연속으로 이어서 연습하는 방향으로 진행하면 더 좋아질 것 같은데.... 그리고 노래 순서 구성도 초반에는 안무가 덜 역동적인 것을 배치하는 방향이 더 나을 듯....	
320	  종구형	걍 깔께없다 전부 존나 잘한다	1
321	  이은주	그래도 잘했다 해줬으면 좋겠다 뭐 그리 잘못했다고 그렇게 평가를 내가 다 속상하네	1
322	  القاتل الجنس	진짜 내가 다 민망한 무대노..윈터빼곤 다..에반데	0
323	  슈슈	와 개심각	1
324	  ㅇㅇ	12:48 빼곤 윈터는 다 잘했음	1
325	  shidostarr	12:48 삑.... 사리........?	0
326	  닝뉭	익룡 때문에 삑사리로 들린거	0
327	  관	머글 눈엔 잘하는 것 같긴한데그전부터 라이브를 아예 안 해서 실력 모른다 어쩐다 하던게 쌓여서 지금 터진듯그니까 라이브를 데뷔 때부터 시켰었으면 데뷔 때부터 실력 좋다 하면서 언플 때릴 수 있었음.애초에 라이브 했으면 사람들이 믿어줬을 거 아님 그리고 라이브하면서 실력 더 쌓아서 지금 욕 안 먹을 수도 있었고. 스엠이 관리한다면서 안 시키는 건지 아닌 진 모르겠는데ㅎㅎ;;	
328	  잔바리	그냥 잘하는데?	1
329	  2 choi	이게 음향 문제인가 싶어서 블핑 팬이 찍은 라이브 영상 봤는데 라이브실력 문제가 맞네블핑 라이브캠은 차분하게 되는 분위기면 애네들은 걍 지멋대로인 느낌.. 까는게 아니라 음향이 문제인가? 싶을 수준의 라이브인	
330	  ᄒᄒ	그냥 지젤 카리나 너무 흥분한듯.. 닝닝도 거기 따라가서 흥분했고 윈터만 좀 페이스 조절해서 침착하게 잘 한듯? 너무 흥분해서 아쉽긴한데 나름 잘한거같음	1
331	  Young	인스타나 페북에 하도 욕싸질러 놨길래 뭐 얼마나 못했길래 그러나 하고 왔는데 이 정도면 라이브 첫무대를 코첼라로 한거치고 잘했구만 방구석 프로듀서들 왜 이렇게 난리실까;	1
332	  성이름	객관적으로 닝닝빼면 못한 거 아닌데? 무대 못 즐기고 페스티벌에는 허전한 노래랑 무대 구성인 게 문제같음 제일 큰 건 블핑이랑 비교 때문에ㅠ 그것만 아니었어도 이만큼 욕먹진 않았을 거 같은데	
333	  성이름	요즘이 기사로 언플 좀 하면 다 믿는 세상도 아니고 유튜브랑 SNS로 다 아는데 어쩌자고 그런 언플을 때린 건지 모르겠음.. 기왕 그럴거면 라이브 짬이나 쌓고 가던가 보는 내가 다 어색하다 최소한 노래는 밴드사운드로 편곡해서 보냈어야지;;	
334	  수박씨	솔직히 못하지 않은 것 같은데 왜 욕먹는 건가요?? 중간에 살짝 음정 불안한 거 있었던 것 같긴 한데 두 세번 정도 그것도 삑사리도 아니고 살짝 불안한 정도인것만 빼면 전반적으로 잘했다는 생각 저만 드나요..?	1
335	  만월	네 못했어요 ㅋㅋㅋㅋㅋㅋ다 못했다고 난리인데 에스파 팬들이 쉴드 치는거에요	0
336	  2 choi	개못함 ㅋㅋㅋ 블핑 오피셜말고 팬이 찍은 라이브캠 한번 보고 와보셈 강약 조절이라는게 있어야하는데 애네들은 그냥 흥분해서 강강강으로 하자너 ㅠㅠ..난 듣고 음향에 문제있나 싶었음	1
337	  hr	저도..ㅎ 분명 부족하긴한데 이렇게 욕먹을 정도는 아닌것 같은데... 코첼라가 큰무대다보니까 다들 잘하길 바래서 더 실망이큰가봐요ㅎㅎ	1
338	  우치냥이	음정도 많이 불안하고 춤이 많이 자신감 없어 보인다. 아직 준비가 더 필요할 것 같다	0
339	  d d	닝닝이 저게 잘부른다고 ㅋㅋㅋㅋ? 닝닝이 젤 심각했음 저기서 ㅋㅋㅋㅋ	0
340	  박종배	성량이 일반 가수들 보단 확실히 작은것 같아요	0
341	  이승수	닝닝 뿔뤡맘바!개 심각한데	0
342	  김곽창	왜지?? 평소에 너무 잘해서 기준치가 높았던건가 이렇게까지 욕먹을 라이븐가 싶다..	1
343	  2 choi	ㅇㅇ 욕먹을 라이브 맞음..	0
344	  장대한	응 욕먹을 라이브 맞아요 제대로 아시네요?	0
345	  김민서	왜 무대 잘했는데....? 아닌가 나름 잘한거 아니여유?	1
346	  뮬산	왤케 무슨 대학교 축제에서 춤추는 춤동아리같냐ㅋㅋ	0
347	  호호호호	노력하길 부끄럽지않게	0
348	  물음표살인마	아니 영상속에 돌고래가 있어요ㅠㅋㅋㅋ	0
349	  Gu na	ㅈㄴ 잘하는데?조금 긴장한거 빼곤 뭘 못했단건지?지젤 빼곤 다 너무 잘함.찰리푸스랑 말아먹은 방탄보단 열배잘하는듯	1
350	  박동혁	나만좋은가 ㅋㅋㅋㅋ 왜케들 뭐라해 잘하고 이쁘기만하구만	1
351	  오후	그레도 에스파는 끝까지 부르려고 하네	1
352	  한근화	"아니 하도 욕하길래 봤는데 개잘하는데 뭐가 문제야 도대체 ㅡ,.ㅡ;;왜욕먹는건지 모르겠음;;"	1
353	  YUJIN QUEEN	원곡을 몰라서 그런가...? 욕먹는만큼 개판은 아닌것같은데 무대에 비해 욕 과하게 먹는 느낌이네	1
354	  무야옹	닝닝 왤케 욕먹는거임? 저정도면 잘하는거 아닌가?	1
355	  234 56	3:50 닝닝 넘 예쁘댱~	1
